6	0	0	30	3.6	40	4.6	50	5.4	60	5.9	70	6.2	80	6.3	90	6.2	100	6.3	110	6.1	120	5.8	130	5.3	140	4.7	150	4.1	160	3.6	170	2.8	180	1.5
7	0	0	30	4	40	5	50	5.8	60	6.3	70	6.6	80	6.7	90	6.7	100	6.7	110	6.6	120	6.3	130	5.9	140	5.3	150	4.7	160	4.1	170	3.2	180	1.8
8	0	0	30	4.3	40	5.4	50	6.3	60	6.8	70	7	80	7.1	90	7.1	100	7.2	110	7.1	120	6.8	130	6.5	140	5.9	150	5.2	160	4.6	170	3.6	180	2
9	0	0	30	4.6	40	5.7	50	6.5	60	7	70	7.2	80	7.3	90	7.3	100	7.4	110	7.4	120	7.2	130	6.8	140	6.3	150	5.7	160	5.1	170	4.3	180	3.3
10	0	0	30	4.9	40	6	50	6.8	60	7.2	70	7.4	80	7.5	90	7.6	100	7.6	110	7.6	120	7.5	130	7.2	140	6.8	150	6.2	160	5.6	170	5	180	4.6
11	0	0	30	5.1	40	6.2	50	6.9	60	7.3	70	7.5	80	7.7	90	7.7	100	7.8	110	7.8	120	7.7	130	7.5	140	7.1	150	6.6	160	6	170	5.5	180	5.1
12	0	0	30	5.2	40	6.4	50	7	60	7.4	70	7.7	80	7.8	90	7.9	100	8	110	8.1	120	8	130	7.7	140	7.4	150	6.9	160	6.5	170	6.1	180	5.7
13	0	0	30	5.3	40	6.5	50	7.1	60	7.5	70	7.8	80	7.9	90	8	100	8.1	110	8.2	120	8.2	130	8	140	7.6	150	7.2	160	6.8	170	6.5	180	6.1
14	0	0	30	5.5	40	6.6	50	7.2	60	7.5	70	7.8	80	8	90	8.2	100	8.3	110	8.4	120	8.4	130	8.2	140	7.9	150	7.5	160	7.1	170	6.9	180	6.6
15	0	0	30	5.5	40	6.7	50	7.2	60	7.6	70	7.9	80	8.1	90	8.3	100	8.4	110	8.5	120	8.6	130	8.4	140	8.1	150	7.7	160	7.4	170	7.1	180	6.9
16	0	0	30	5.6	40	6.7	50	7.3	60	7.6	70	7.9	80	8.2	90	8.4	100	8.5	110	8.6	120	8.7	130	8.6	140	8.3	150	7.9	160	7.6	170	7.4	180	7.2
17	0	0	30	5.6	40	6.8	50	7.3	60	7.7	70	8	80	8.2	90	8.4	100	8.5	110	8.7	120	8.9	130	8.8	140	8.5	150	8.2	160	7.9	170	7.6	180	7.4
18	0	0	30	5.6	40	6.8	50	7.3	60	7.7	70	8	80	8.3	90	8.5	100	8.6	110	8.8	120	9	130	9	140	8.8	150	8.4	160	8.1	170	7.8	180	7.6
19	0	0	30	5.7	40	6.8	50	7.4	60	7.7	70	8	80	8.3	90	8.6	100	8.7	110	8.8	120	9.2	130	9.2	140	9	150	8.6	160	8.3	170	8	180	7.8
20	0	0	30	5.7	40	6.8	50	7.4	60	7.7	70	8.1	80	8.4	90	8.6	100	8.7	110	8.9	120	9.3	130	9.4	140	9.2	150	8.8	160	8.5	170	8.3	180	8.1
